"geographicAreaM49","measuredElementSuaFbs","measuredItemParentCPC","measuredItemChildCPC","timePointYears","Value","flagObservationStatus","flagMethod"
"426","extractionRate","0111","23110","2000",0.8,"T","-"
"426","share","0111","23110","2000",1,"E","-"
"426","extractionRate","0111","23140.01","2000",0.02,"E","t"
"426","share","0111","23140.01","2000",0,"E","t"
"426","extractionRate","0111","23140.02","2000",0,"E","t"
"426","share","0111","23140.02","2000",0,"E","t"
"426","extractionRate","0111","23140.03","2000",0,"E","t"
"426","share","0111","23140.03","2000",0,"E","t"
"426","extractionRate","0111","23140.08","2000",0,"E","t"
"426","share","0111","23140.08","2000",0,"E","t"
"426","extractionRate","0111","24110","2000",0,"E","t"
"426","share","0111","24110","2000",0,"E","t"
"426","extractionRate","0111","2413","2000",0,"E","t"
"426","share","0111","2413","2000",0,"E","t"
"426","extractionRate","0111","24320","2000",0.784445,"E","t"
"426","share","0111","24320","2000",0,"E","t"
"426","extractionRate","0111","39120.01","2000",0.18,"T","-"
"426","share","0111","39120.01","2000",1,"E","-"
"426","extractionRate","0112","23120.03","2000",0.9,"T","-"
"426","share","0112","23120.03","2000",1,"E","-"
"426","extractionRate","0112","23140.03","2000",0,"E","t"
"426","share","0112","23140.03","2000",0,"E","t"
"426","extractionRate","0112","23140.06","2000",0.05,"E","t"
"426","share","0112","23140.06","2000",0,"E","t"
"426","extractionRate","0112","23140.08","2000",0,"E","t"
"426","share","0112","23140.08","2000",0,"E","t"
"426","extractionRate","0112","23220.04","2000",0,"E","t"
"426","share","0112","23220.04","2000",0,"E","t"
"426","extractionRate","0112","24110","2000",0,"E","t"
"426","share","0112","24110","2000",0,"E","t"
"426","extractionRate","0112","2413","2000",0,"E","t"
"426","share","0112","2413","2000",0,"E","t"
"426","extractionRate","0112","24310.01","2000",0,"E","t"
"426","share","0112","24310.01","2000",0,"E","t"
"426","extractionRate","0112","24310.02","2000",0,"E","t"
"426","share","0112","24310.02","2000",0,"E","t"
"426","extractionRate","0112","39120.04","2000",0.05,"T","-"
"426","share","0112","39120.04","2000",1,"E","-"
"426","extractionRate","0112","39130.02","2000",0,"E","t"
"426","share","0112","39130.02","2000",0,"E","t"
"426","extractionRate","0113","23161.02","2000",0,"E","t"
"426","share","0113","23161.02","2000",0,"E","t"
"426","extractionRate","0113","23162","2000",0,"E","t"
"426","share","0113","23162","2000",0,"E","t"
"426","extractionRate","0113","39120.02","2000",0,"E","t"
"426","share","0113","39120.02","2000",0,"E","t"
"426","extractionRate","0114","23120.06","2000",0.85,"T","-"
"426","share","0114","23120.06","2000",1,"E","-"
"426","extractionRate","0114","2413","2000",0,"E","t"
"426","share","0114","2413","2000",0,"E","t"
"426","extractionRate","0114","24310.04","2000",4.9998,"T","-"
"426","share","0114","24310.04","2000",1,"E","-"
"426","extractionRate","0114","39120.08","2000",0.12,"T","-"
"426","share","0114","39120.08","2000",1,"E","-"
"426","extractionRate","0115","23140.04","2000",0.7019,"T","-"
"426","share","0115","23140.04","2000",1,"E","-"
"426","extractionRate","0115","23912.01","2000",0,"E","t"
"426","share","0115","23912.01","2000",0,"E","t"
"426","extractionRate","0115","2413","2000",0,"E","t"
"426","share","0115","2413","2000",0,"E","t"
"426","extractionRate","0115","24320","2000",0,"E","t"
"426","share","0115","24320","2000",0,"E","t"
"426","extractionRate","0115","39120.03","2000",0.2308,"T","-"
"426","share","0115","39120.03","2000",1,"E","-"
"426","extractionRate","0116","23120.04","2000",0,"E","t"
"426","share","0116","23120.04","2000",0,"E","t"
"426","extractionRate","0116","23140.03","2000",0,"E","t"
"426","share","0116","23140.03","2000",0,"E","t"
"426","extractionRate","0116","23140.08","2000",0,"E","t"
"426","share","0116","23140.08","2000",0,"E","t"
"426","extractionRate","0116","23912.01","2000",0,"E","t"
"426","share","0116","23912.01","2000",0,"E","t"
"426","extractionRate","0116","24110","2000",0,"E","t"
"426","share","0116","24110","2000",0,"E","t"
"426","extractionRate","0116","2413","2000",0,"E","t"
"426","share","0116","2413","2000",0,"E","t"
"426","extractionRate","0116","39120.05","2000",0,"E","t"
"426","share","0116","39120.05","2000",0,"E","t"
"426","extractionRate","0116","F0020","2000",0,"E","t"
"426","share","0116","F0020","2000",0,"E","t"
"426","extractionRate","0117","23140.03","2000",0,"E","t"
"426","share","0117","23140.03","2000",0,"E","t"
"426","extractionRate","0117","23140.07","2000",0.5,"T","-"
"426","share","0117","23140.07","2000",1,"E","-"
"426","extractionRate","0117","23140.08","2000",0,"E","t"
"426","share","0117","23140.08","2000",0,"E","t"
"426","extractionRate","0117","2413","2000",0,"E","t"
"426","share","0117","2413","2000",0,"E","t"
"426","extractionRate","0117","39120.06","2000",0.1791,"T","-"
"426","share","0117","39120.06","2000",1,"E","-"
"426","extractionRate","0118","23120.05","2000",0,"E","t"
"426","share","0118","23120.05","2000",0,"E","t"
"426","extractionRate","0118","24310.03","2000",0,"E","t"
"426","share","0118","24310.03","2000",0,"E","t"
"426","extractionRate","0118","39120.07","2000",0,"E","t"
"426","share","0118","39120.07","2000",0,"E","t"
"426","extractionRate","01191","23120.09","2000",0,"E","t"
"426","share","01191","23120.09","2000",0,"E","t"
"426","extractionRate","01191","39120.11","2000",0,"E","t"
"426","share","01191","39120.11","2000",0,"E","t"
"426","extractionRate","01192","23120.07","2000",0,"E","t"
"426","share","01192","23120.07","2000",0,"E","t"
"426","extractionRate","01192","2413","2000",0,"E","t"
"426","share","01192","2413","2000",0,"E","t"
"426","extractionRate","01192","39120.09","2000",0,"E","t"
"426","share","01192","39120.09","2000",0,"E","t"
"426","extractionRate","01193","23120.08","2000",0,"E","t"
"426","share","01193","23120.08","2000",0,"E","t"
"426","extractionRate","01193","39120.10","2000",0,"E","t"
"426","share","01193","39120.10","2000",0,"E","t"
"426","extractionRate","01194","23120.90","2000",0,"E","t"
"426","share","01194","23120.90","2000",0,"E","t"
"426","extractionRate","01194","39120.13","2000",0,"E","t"
"426","share","01194","39120.13","2000",0,"E","t"
"426","extractionRate","01195","23120.90","2000",0,"E","t"
"426","share","01195","23120.90","2000",0,"E","t"
"426","extractionRate","01195","39120.13","2000",0,"E","t"
"426","share","01195","39120.13","2000",0,"E","t"
"426","extractionRate","01199.02","23120.10","2000",0,"E","t"
"426","share","01199.02","23120.10","2000",0,"E","t"
"426","extractionRate","01199.02","23140.08","2000",0,"E","t"
"426","share","01199.02","23140.08","2000",0,"E","t"
"426","extractionRate","01199.02","24110","2000",0,"E","t"
"426","share","01199.02","24110","2000",0,"E","t"
"426","extractionRate","01199.02","2413","2000",0,"E","t"
"426","share","01199.02","2413","2000",0,"E","t"
"426","extractionRate","01199.02","39120.12","2000",0,"E","t"
"426","share","01199.02","39120.12","2000",0,"E","t"
"426","extractionRate","01199.90","23120.90","2000",0,"E","t"
"426","share","01199.90","23120.90","2000",0,"E","t"
"426","extractionRate","01199.90","23140.08","2000",0,"E","t"
"426","share","01199.90","23140.08","2000",0,"E","t"
"426","extractionRate","01199.90","24110","2000",0,"E","t"
"426","share","01199.90","24110","2000",0,"E","t"
"426","extractionRate","01199.90","2413","2000",0,"E","t"
"426","share","01199.90","2413","2000",0,"E","t"
"426","extractionRate","01199.90","39120.13","2000",0,"E","t"
"426","share","01199.90","39120.13","2000",0,"E","t"
"426","extractionRate","01211","21330.90","2000",0,"E","t"
"426","share","01211","21330.90","2000",0,"E","t"
"426","extractionRate","01211","21340","2000",0,"E","t"
"426","share","01211","21340","2000",0,"E","t"
"426","extractionRate","01211","F0472","2000",0,"E","t"
"426","share","01211","F0472","2000",0,"E","t"
"426","extractionRate","01211","F0473","2000",0,"E","t"
"426","share","01211","F0473","2000",0,"E","t"
"426","extractionRate","01212","21330.90","2000",0,"E","t"
"426","share","01212","21330.90","2000",0,"E","t"
"426","extractionRate","01212","21340","2000",0,"E","t"
"426","share","01212","21340","2000",0,"E","t"
"426","extractionRate","01212","F0472","2000",0,"E","t"
"426","share","01212","F0472","2000",0,"E","t"
"426","extractionRate","01213","21330.90","2000",0,"E","t"
"426","share","01213","21330.90","2000",0,"E","t"
"426","extractionRate","01213","21340","2000",0,"E","t"
"426","share","01213","21340","2000",0,"E","t"
"426","extractionRate","01213","F0472","2000",0,"E","t"
"426","share","01213","F0472","2000",0,"E","t"
"426","extractionRate","01213","F0473","2000",0,"E","t"
"426","share","01213","F0473","2000",0,"E","t"
"426","extractionRate","01215","21330.90","2000",0,"E","t"
"426","share","01215","21330.90","2000",0,"E","t"
"426","extractionRate","01215","F0473","2000",0,"E","t"
"426","share","01215","F0473","2000",0,"E","t"
"426","extractionRate","01216","21330.90","2000",0,"E","t"
"426","share","01216","21330.90","2000",0,"E","t"
"426","extractionRate","01216","21340","2000",0,"E","t"
"426","share","01216","21340","2000",0,"E","t"
"426","extractionRate","01216","F0472","2000",0,"E","t"
"426","share","01216","F0472","2000",0,"E","t"
"426","extractionRate","01216","F0473","2000",0,"E","t"
"426","share","01216","F0473","2000",0,"E","t"
"426","extractionRate","01221","24110","2000",0,"E","t"
"426","share","01221","24110","2000",0,"E","t"
"426","extractionRate","01221","2413","2000",0,"E","t"
"426","share","01221","2413","2000",0,"E","t"
"426","extractionRate","01231","21330.90","2000",0,"E","t"
"426","share","01231","21330.90","2000",0,"E","t"
"426","extractionRate","01231","21340","2000",0,"E","t"
"426","share","01231","21340","2000",0,"E","t"
"426","extractionRate","01231","F0472","2000",0,"E","t"
"426","share","01231","F0472","2000",0,"E","t"
"426","extractionRate","01232","21330.90","2000",0,"E","t"
"426","share","01232","21330.90","2000",0,"E","t"
"426","extractionRate","01232","21340","2000",0,"E","t"
"426","share","01232","21340","2000",0,"E","t"
"426","extractionRate","01232","F0472","2000",0,"E","t"
"426","share","01232","F0472","2000",0,"E","t"
"426","extractionRate","01233","21330.90","2000",0,"E","t"
"426","share","01233","21330.90","2000",0,"E","t"
"426","extractionRate","01233","21340","2000",0,"E","t"
"426","share","01233","21340","2000",0,"E","t"
"426","extractionRate","01233","21393.90","2000",0,"E","t"
"426","share","01233","21393.90","2000",0,"E","t"
"426","extractionRate","01233","F0472","2000",0,"E","t"
"426","share","01233","F0472","2000",0,"E","t"
"426","extractionRate","01234","21321","2000",0,"E","t"
"426","share","01234","21321","2000",0,"E","t"
"426","extractionRate","01234","21329","2000",0,"E","t"
"426","share","01234","21329","2000",0,"E","t"
"426","extractionRate","01234","21399.01","2000",0,"E","t"
"426","share","01234","21399.01","2000",0,"E","t"
"426","extractionRate","01234","21399.02","2000",0,"E","t"
"426","share","01234","21399.02","2000",0,"E","t"
"426","extractionRate","01234","F0472","2000",0,"E","t"
"426","share","01234","F0472","2000",0,"E","t"
"426","extractionRate","01235","21330.90","2000",0,"E","t"
"426","share","01235","21330.90","2000",0,"E","t"
"426","extractionRate","01235","21340","2000",0,"E","t"
"426","share","01235","21340","2000",0,"E","t"
"426","extractionRate","01235","F0472","2000",0,"E","t"
"426","share","01235","F0472","2000",0,"E","t"
"426","extractionRate","01235","F0473","2000",0,"E","t"
"426","share","01235","F0473","2000",0,"E","t"
"426","extractionRate","01241.01","21330.90","2000",0,"E","t"
"426","share","01241.01","21330.90","2000",0,"E","t"
"426","extractionRate","01241.01","21340","2000",0,"E","t"
"426","share","01241.01","21340","2000",0,"E","t"
"426","extractionRate","01241.01","F0472","2000",0,"E","t"
"426","share","01241.01","F0472","2000",0,"E","t"
"426","extractionRate","01241.01","F0473","2000",0,"E","t"
"426","share","01241.01","F0473","2000",0,"E","t"
"426","extractionRate","01241.90","21330.90","2000",0,"E","t"
"426","share","01241.90","21330.90","2000",0,"E","t"
"426","extractionRate","01241.90","21340","2000",0,"E","t"
"426","share","01241.90","21340","2000",0,"E","t"
"426","extractionRate","01241.90","F0472","2000",0,"E","t"
"426","share","01241.90","F0472","2000",0,"E","t"
"426","extractionRate","01241.90","F0473","2000",0,"E","t"
"426","share","01241.90","F0473","2000",0,"E","t"
"426","extractionRate","01242","21330.90","2000",0,"E","t"
"426","share","01242","21330.90","2000",0,"E","t"
"426","extractionRate","01242","21340","2000",0,"E","t"
"426","share","01242","21340","2000",0,"E","t"
"426","extractionRate","01242","F0472","2000",0,"E","t"
"426","share","01242","F0472","2000",0,"E","t"
"426","extractionRate","01242","F0473","2000",0,"E","t"
"426","share","01242","F0473","2000",0,"E","t"
"426","extractionRate","01243","21330.90","2000",0,"E","t"
"426","share","01243","21330.90","2000",0,"E","t"
"426","extractionRate","01243","21340","2000",0,"E","t"
"426","share","01243","21340","2000",0,"E","t"
"426","extractionRate","01243","F0472","2000",0,"E","t"
"426","share","01243","F0472","2000",0,"E","t"
"426","extractionRate","01243","F0473","2000",0,"E","t"
"426","share","01243","F0473","2000",0,"E","t"
"426","extractionRate","01251","21329","2000",0,"E","t"
"426","share","01251","21329","2000",0,"E","t"
"426","extractionRate","01251","21330.90","2000",0,"E","t"
"426","share","01251","21330.90","2000",0,"E","t"
"426","extractionRate","01251","21340","2000",0,"E","t"
"426","share","01251","21340","2000",0,"E","t"
"426","extractionRate","01251","21393.90","2000",0,"E","t"
"426","share","01251","21393.90","2000",0,"E","t"
"426","extractionRate","01251","F0472","2000",0,"E","t"
"426","share","01251","F0472","2000",0,"E","t"
"426","extractionRate","01252","21393.90","2000",0,"E","t"
"426","share","01252","21393.90","2000",0,"E","t"
"426","extractionRate","01253.01","21330.90","2000",0,"E","t"
"426","share","01253.01","21330.90","2000",0,"E","t"
"426","extractionRate","01253.01","21340","2000",0,"E","t"
"426","share","01253.01","21340","2000",0,"E","t"
"426","extractionRate","01253.01","F0472","2000",0,"E","t"
"426","share","01253.01","F0472","2000",0,"E","t"
"426","extractionRate","01253.02","21330.90","2000",0,"E","t"
"426","share","01253.02","21330.90","2000",0,"E","t"
"426","extractionRate","01253.02","21340","2000",0,"E","t"
"426","share","01253.02","21340","2000",0,"E","t"
"426","extractionRate","01253.02","21393.90","2000",0,"E","t"
"426","share","01253.02","21393.90","2000",0,"E","t"
"426","extractionRate","01253.02","F0472","2000",0,"E","t"
"426","share","01253.02","F0472","2000",0,"E","t"
"426","extractionRate","01253.02","F0473","2000",0,"E","t"
"426","share","01253.02","F0473","2000",0,"E","t"
"426","extractionRate","01270","21340","2000",0,"E","t"
"426","share","01270","21340","2000",0,"E","t"
"426","extractionRate","01270","21393.01","2000",0,"E","t"
"426","share","01270","21393.01","2000",0,"E","t"
"426","extractionRate","01270","21397.01","2000",0,"E","t"
"426","share","01270","21397.01","2000",0,"E","t"
"426","extractionRate","01270","F0472","2000",0,"E","t"
"426","share","01270","F0472","2000",0,"E","t"
"426","extractionRate","01290.01","21319.01","2000",0,"E","t"
"426","share","01290.01","21319.01","2000",0,"E","t"
"426","extractionRate","01290.01","21330.90","2000",0,"E","t"
"426","share","01290.01","21330.90","2000",0,"E","t"
"426","extractionRate","01290.01","21399.03","2000",0,"E","t"
"426","share","01290.01","21399.03","2000",0,"E","t"
"426","extractionRate","01290.01","F0473","2000",0,"E","t"
"426","share","01290.01","F0473","2000",0,"E","t"
"426","extractionRate","01290.90","21329","2000",0,"E","t"
"426","share","01290.90","21329","2000",0,"E","t"
"426","extractionRate","01290.90","21330.90","2000",0,"E","t"
"426","share","01290.90","21330.90","2000",0,"E","t"
"426","extractionRate","01290.90","21340","2000",0,"E","t"
"426","share","01290.90","21340","2000",0,"E","t"
"426","extractionRate","01290.90","21393.90","2000",0,"E","t"
"426","share","01290.90","21393.90","2000",0,"E","t"
"426","extractionRate","01290.90","23991.02","2000",0,"E","t"
"426","share","01290.90","23991.02","2000",0,"E","t"
"426","extractionRate","01290.90","F0472","2000",0.8,"T","-"
"426","share","01290.90","F0472","2000",1,"E","-"
"426","extractionRate","01290.90","F0473","2000",0,"E","t"
"426","share","01290.90","F0473","2000",0,"E","t"
"426","extractionRate","01290.90","F0475","2000",0,"E","t"
"426","share","01290.90","F0475","2000",0,"E","t"
"426","extractionRate","01311","F0623","2000",0,"E","t"
"426","share","01311","F0623","2000",0,"E","t"
"426","extractionRate","01312","21419.91","2000",0,"E","t"
"426","share","01312","21419.91","2000",0,"E","t"
"426","extractionRate","01312","21419.99","2000",0,"E","t"
"426","share","01312","21419.99","2000",0,"E","t"
"426","extractionRate","01312","23170.04","2000",0,"E","t"
"426","share","01312","23170.04","2000",0,"E","t"
"426","extractionRate","01312","2413","2000",0,"E","t"
"426","share","01312","2413","2000",0,"E","t"
"426","extractionRate","01312","24230.03","2000",0,"E","t"
"426","share","01312","24230.03","2000",0,"E","t"
"426","extractionRate","01312","F0623","2000",0,"E","t"
"426","share","01312","F0623","2000",0,"E","t"
"426","extractionRate","01313","24230.03","2000",0,"E","t"
"426","share","01313","24230.03","2000",0,"E","t"
"426","extractionRate","01314","21419.91","2000",0,"E","t"
"426","share","01314","21419.91","2000",0,"E","t"
"426","extractionRate","01314","21419.99","2000",0,"E","t"
"426","share","01314","21419.99","2000",0,"E","t"
"426","extractionRate","01314","2413","2000",0,"E","t"
"426","share","01314","2413","2000",0,"E","t"
"426","extractionRate","01314","F0623","2000",0,"E","t"
"426","share","01314","F0623","2000",0,"E","t"
"426","extractionRate","01315","21419.02","2000",0,"E","t"
"426","share","01315","21419.02","2000",0,"E","t"
"426","extractionRate","01315","21419.99","2000",0,"E","t"
"426","share","01315","21419.99","2000",0,"E","t"
"426","extractionRate","01315","F0623","2000",0,"E","t"
"426","share","01315","F0623","2000",0,"E","t"
"426","extractionRate","01316","21439.08","2000",0,"E","t"
"426","share","01316","21439.08","2000",0,"E","t"
"426","extractionRate","01316","21439.9","2000",0,"E","t"
"426","share","01316","21439.9","2000",0,"E","t"
"426","extractionRate","01316","21499.01","2000",0,"E","t"
"426","share","01316","21499.01","2000",0,"E","t"
"426","extractionRate","01316","F0623","2000",0,"E","t"
"426","share","01316","F0623","2000",0,"E","t"
"426","extractionRate","01318","21433","2000",0,"E","t"
"426","share","01318","21433","2000",0,"E","t"
"426","extractionRate","01318","21433.01","2000",0,"E","t"
"426","share","01318","21433.01","2000",0,"E","t"
"426","extractionRate","01318","21439.9","2000",0,"E","t"
"426","share","01318","21439.9","2000",0,"E","t"
"426","extractionRate","01318","21491","2000",0,"E","t"
"426","share","01318","21491","2000",0,"E","t"
"426","extractionRate","01318","F0623","2000",0,"E","t"
"426","share","01318","F0623","2000",0,"E","t"
"426","extractionRate","01319","21419.91","2000",0,"E","t"
"426","share","01319","21419.91","2000",0,"E","t"
"426","extractionRate","01319","21419.99","2000",0,"E","t"
"426","share","01319","21419.99","2000",0,"E","t"
"426","extractionRate","01319","21439.9","2000",0,"E","t"
"426","share","01319","21439.9","2000",0,"E","t"
"426","extractionRate","01319","23170.04","2000",0,"E","t"
"426","share","01319","23170.04","2000",0,"E","t"
"426","extractionRate","01319","24110","2000",0,"E","t"
"426","share","01319","24110","2000",0,"E","t"
"426","extractionRate","01319","2413","2000",0,"E","t"
"426","share","01319","2413","2000",0,"E","t"
"426","extractionRate","01319","24230.03","2000",0,"E","t"
"426","share","01319","24230.03","2000",0,"E","t"
"426","extractionRate","01319","F0623","2000",0,"E","t"
"426","share","01319","F0623","2000",0,"E","t"
"426","extractionRate","01321","21432","2000",0,"E","t"
"426","share","01321","21432","2000",0,"E","t"
"426","extractionRate","01321","21432.01","2000",0,"E","t"
"426","share","01321","21432.01","2000",0,"E","t"
"426","extractionRate","01321","21439.04","2000",0,"E","t"
"426","share","01321","21439.04","2000",0,"E","t"
"426","extractionRate","01321","21439.05","2000",0,"E","t"
"426","share","01321","21439.05","2000",0,"E","t"
"426","extractionRate","01321","21439.9","2000",0,"E","t"
"426","share","01321","21439.9","2000",0,"E","t"
"426","extractionRate","01321","F0623","2000",0,"E","t"
"426","share","01321","F0623","2000",0,"E","t"
"426","extractionRate","01322","21439.02","2000",0,"E","t"
"426","share","01322","21439.02","2000",0,"E","t"
"426","extractionRate","01322","21439.03","2000",0,"E","t"
"426","share","01322","21439.03","2000",0,"E","t"
"426","extractionRate","01322","21439.04","2000",0,"E","t"
"426","share","01322","21439.04","2000",0,"E","t"
"426","extractionRate","01322","21439.05","2000",0,"E","t"
"426","share","01322","21439.05","2000",0,"E","t"
"426","extractionRate","01322","21439.9","2000",0,"E","t"
"426","share","01322","21439.9","2000",0,"E","t"
"426","extractionRate","01322","F0623","2000",0,"E","t"
"426","share","01322","F0623","2000",0,"E","t"
"426","extractionRate","01323","21431.01","2000",0,"E","t"
"426","share","01323","21431.01","2000",0,"E","t"
"426","extractionRate","01323","21431.02","2000",0,"E","t"
"426","share","01323","21431.02","2000",0,"E","t"
"426","extractionRate","01323","21439.04","2000",0,"E","t"
"426","share","01323","21439.04","2000",0,"E","t"
"426","extractionRate","01323","21439.05","2000",0,"E","t"
"426","share","01323","21439.05","2000",0,"E","t"
"426","extractionRate","01323","21439.9","2000",0,"E","t"
"426","share","01323","21439.9","2000",0,"E","t"
"426","extractionRate","01323","F0623","2000",0,"E","t"
"426","share","01323","F0623","2000",0,"E","t"
"426","extractionRate","01324","21439.01","2000",0,"E","t"
"426","share","01324","21439.01","2000",0,"E","t"
"426","extractionRate","01324","21439.04","2000",0,"E","t"
"426","share","01324","21439.04","2000",0,"E","t"
"426","extractionRate","01324","21439.05","2000",0,"E","t"
"426","share","01324","21439.05","2000",0,"E","t"
"426","extractionRate","01324","21439.9","2000",0,"E","t"
"426","share","01324","21439.9","2000",0,"E","t"
"426","extractionRate","01324","F0623","2000",0,"E","t"
"426","share","01324","F0623","2000",0,"E","t"
"426","extractionRate","01329","21439.04","2000",0,"E","t"
"426","share","01329","21439.04","2000",0,"E","t"
"426","extractionRate","01329","21439.05","2000",0,"E","t"
"426","share","01329","21439.05","2000",0,"E","t"
"426","extractionRate","01329","21439.9","2000",0,"E","t"
"426","share","01329","21439.9","2000",0,"E","t"
"426","extractionRate","01329","F0623","2000",0,"E","t"
"426","share","01329","F0623","2000",0,"E","t"
"426","extractionRate","01330","21411","2000",0,"E","t"
"426","share","01330","21411","2000",0,"E","t"
"426","extractionRate","01330","21434","2000",0,"E","t"
"426","share","01330","21434","2000",0,"E","t"
"426","extractionRate","01330","2413","2000",0,"E","t"
"426","share","01330","2413","2000",0,"E","t"
"426","extractionRate","01330","24212.01","2000",0.86,"E","t"
"426","share","01330","24212.01","2000",0,"E","t"
"426","extractionRate","01330","24212.02","2000",0,"E","t"
"426","share","01330","24212.02","2000",0,"E","t"
"426","extractionRate","01330","39120.18","2000",0,"E","t"
"426","share","01330","39120.18","2000",0,"E","t"
"426","extractionRate","01330","F0623","2000",0,"E","t"
"426","share","01330","F0623","2000",0,"E","t"
"426","extractionRate","01341","21419.99","2000",0,"E","t"
"426","share","01341","21419.99","2000",0,"E","t"
"426","extractionRate","01341","21435.01","2000",0,"E","t"
"426","share","01341","21435.01","2000",0,"E","t"
"426","extractionRate","01341","21435.02","2000",0,"E","t"
"426","share","01341","21435.02","2000",0,"E","t"
"426","extractionRate","01341","21439.9","2000",0,"E","t"
"426","share","01341","21439.9","2000",0,"E","t"
"426","extractionRate","01341","23670.02","2000",0,"E","t"
"426","share","01341","23670.02","2000",0,"E","t"
"426","extractionRate","01341","23991.03","2000",0,"E","t"
"426","share","01341","23991.03","2000",0,"E","t"
"426","extractionRate","01341","24110","2000",0,"E","t"
"426","share","01341","24110","2000",0,"E","t"
"426","extractionRate","01341","2413","2000",0,"E","t"
"426","share","01341","2413","2000",0,"E","t"
"426","extractionRate","01341","24230.03","2000",0,"E","t"
"426","share","01341","24230.03","2000",0,"E","t"
"426","extractionRate","01341","F0623","2000",0,"E","t"
"426","share","01341","F0623","2000",0,"E","t"
"426","extractionRate","01342.01","21419.99","2000",0,"E","t"
"426","share","01342.01","21419.99","2000",0,"E","t"
"426","extractionRate","01342.01","21439.9","2000",0,"E","t"
"426","share","01342.01","21439.9","2000",0,"E","t"
"426","extractionRate","01342.01","23670.02","2000",0,"E","t"
"426","share","01342.01","23670.02","2000",0,"E","t"
"426","extractionRate","01342.01","23991.03","2000",0,"E","t"
"426","share","01342.01","23991.03","2000",0,"E","t"
"426","extractionRate","01342.01","2413","2000",0,"E","t"
"426","share","01342.01","2413","2000",0,"E","t"
"426","extractionRate","01342.01","24230.03","2000",0,"E","t"
"426","share","01342.01","24230.03","2000",0,"E","t"
"426","extractionRate","01342.01","F0623","2000",0,"E","t"
"426","share","01342.01","F0623","2000",0,"E","t"
"426","extractionRate","01342.02","F0623","2000",0,"E","t"
"426","share","01342.02","F0623","2000",0,"E","t"
"426","extractionRate","01343","21419.01","2000",0,"E","t"
"426","share","01343","21419.01","2000",0,"E","t"
"426","extractionRate","01343","23670.02","2000",0,"E","t"
"426","share","01343","23670.02","2000",0,"E","t"
"426","extractionRate","01343","23991.03","2000",0,"E","t"
"426","share","01343","23991.03","2000",0,"E","t"
"426","extractionRate","01343","24110","2000",0,"E","t"
"426","share","01343","24110","2000",0,"E","t"
"426","extractionRate","01343","2413","2000",0,"E","t"
"426","share","01343","2413","2000",0,"E","t"
"426","extractionRate","01343","F0623","2000",0,"E","t"
"426","share","01343","F0623","2000",0,"E","t"
"426","extractionRate","01344.01","21439.9","2000",0,"E","t"
"426","share","01344.01","21439.9","2000",0,"E","t"
"426","extractionRate","01344.01","2413","2000",0,"E","t"
"426","share","01344.01","2413","2000",0,"E","t"
"426","extractionRate","01344.01","F0623","2000",0,"E","t"
"426","share","01344.01","F0623","2000",0,"E","t"
"426","extractionRate","01344.02","21419.99","2000",0,"E","t"
"426","share","01344.02","21419.99","2000",0,"E","t"
"426","extractionRate","01344.02","21439.9","2000",0,"E","t"
"426","share","01344.02","21439.9","2000",0,"E","t"
"426","extractionRate","01344.02","23670.02","2000",0,"E","t"
"426","share","01344.02","23670.02","2000",0,"E","t"
"426","extractionRate","01344.02","23991.03","2000",0,"E","t"
"426","share","01344.02","23991.03","2000",0,"E","t"
"426","extractionRate","01344.02","2413","2000",0,"E","t"
"426","share","01344.02","2413","2000",0,"E","t"
"426","extractionRate","01344.02","F0623","2000",0,"E","t"
"426","share","01344.02","F0623","2000",0,"E","t"
"426","extractionRate","01345","21419.99","2000",0,"E","t"
"426","share","01345","21419.99","2000",0,"E","t"
"426","extractionRate","01345","21439.9","2000",0,"E","t"
"426","share","01345","21439.9","2000",0,"E","t"
"426","extractionRate","01345","23670.02","2000",0,"E","t"
"426","share","01345","23670.02","2000",0,"E","t"
"426","extractionRate","01345","23991.03","2000",0,"E","t"
"426","share","01345","23991.03","2000",0,"E","t"
"426","extractionRate","01345","2413","2000",0,"E","t"
"426","share","01345","2413","2000",0,"E","t"
"426","extractionRate","01345","F0623","2000",0,"E","t"
"426","share","01345","F0623","2000",0,"E","t"
"426","extractionRate","01346","21412","2000",0,"E","t"
"426","share","01346","21412","2000",0,"E","t"
"426","extractionRate","01346","21439.07","2000",0,"E","t"
"426","share","01346","21439.07","2000",0,"E","t"
"426","extractionRate","01346","23670.02","2000",0,"E","t"
"426","share","01346","23670.02","2000",0,"E","t"
"426","extractionRate","01346","23991.03","2000",0,"E","t"
"426","share","01346","23991.03","2000",0,"E","t"
"426","extractionRate","01346","24110","2000",0,"E","t"
"426","share","01346","24110","2000",0,"E","t"
"426","extractionRate","01346","2413","2000",0,"E","t"
"426","share","01346","2413","2000",0,"E","t"
"426","extractionRate","01346","F0623","2000",0,"E","t"
"426","share","01346","F0623","2000",0,"E","t"
"426","extractionRate","01349.20","21419.99","2000",0,"E","t"
"426","share","01349.20","21419.99","2000",0,"E","t"
"426","extractionRate","01349.20","21439.9","2000",0,"E","t"
"426","share","01349.20","21439.9","2000",0,"E","t"
"426","extractionRate","01349.20","2413","2000",0,"E","t"
"426","share","01349.20","2413","2000",0,"E","t"
"426","extractionRate","01349.20","F0623","2000",0,"E","t"
"426","share","01349.20","F0623","2000",0,"E","t"
"426","extractionRate","01351.01","21439.9","2000",0,"E","t"
